id,gender,occupation_type,avg_work_hours_per_day,avg_rest_hours_per_day,avg_sleep_hours_per_day,avg_exercise_hours_per_day,age_at_death
14794,Male,Manual Laborer,11.69,4.68,7.53,0.1,71
14795,Male,Driver,10.49,2.79,8.64,2.08,68
14796,Female,Manager,11.93,1.03,8.2,2.85,94
14797,Male,Healthcare Worker,11.49,2.97,9.55,0,69
14798,Male,Artist,7.38,9.97,5.65,1,72
14799,Female,Freelancer,9.99,5.54,7.99,0.47,96
14800,Female,Healthcare Worker,8.56,7.01,6.41,2.02,100
14801,Female,Office Worker,8.61,9.61,5.72,0.06,81
14802,Female,Driver,11.99,5.14,5.18,1.68,62
14803,Female,Engineer,9.73,4.96,8.39,0.93,78
14804,Female,Freelancer,10.81,1.73,9.17,2.29,70
14805,Female,Scientist,7.73,9.4,6.88,0,84
14806,Male,Manual Laborer,8.59,3.07,9.34,3,81
14807,Male,Artist,4.08,8.5,9.03,2.38,85
14808,Male,Scientist,9.28,5.93,6.45,2.33,91
14809,Female,Healthcare Worker,10.43,5.38,7.17,1.03,72
14810,Female,Healthcare Worker,10.88,1,9.12,3,84
14811,Female,Artist,4.8,5.54,11.6,2.06,57
14812,Female,Technician,8.85,7.7,6.65,0.79,69
14813,Male,Consultant,11.48,5.31,6.74,0.47,83
14814,Male,Scientist,8.73,9.46,5.81,0,86
14815,Male,Freelancer,10.79,3.89,7.18,2.14,99
14816,Female,Engineer,8.54,5.19,7.82,2.45,95
14817,Male,Manager,10.15,3.55,7.3,3,80
14818,Male,Driver,10.72,3.81,6.86,2.61,76
14819,Male,Freelancer,7.91,6.4,7.95,1.74,78
14820,Female,Consultant,6.52,10.6,6.83,0.06,81
14821,Male,Office Worker,8.44,6.64,7.8,1.13,85
14822,Female,Technician,7.04,8.54,7.63,0.79,100
14823,Male,Freelancer,22.2,1.15,0.66,0,40
14824,Female,Engineer,8.19,6.77,7.11,1.93,100
14825,Female,Manual Laborer,10.18,1.44,9.84,2.54,77
14826,Male,Entrepreneur,15.16,1,5,2.84,66
14827,Male,Consultant,7.26,11.07,4.37,1.29,64
14828,Female,Scientist,8.49,6.63,7.15,1.74,79
14829,Female,Scientist,7.93,9.66,5.91,0.5,89
14830,Male,Consultant,7.81,5.81,9.92,0.46,63
14831,Male,Retail Worker,7.97,5.09,9.67,1.28,82
14832,Female,Healthcare Worker,8.56,8.6,6.11,0.73,82
14833,Male,Driver,11.42,4.95,6.01,1.62,79
14834,Female,Retail Worker,8.14,5.28,7.86,2.73,86
14835,Female,Manager,13.33,2.93,7.22,0.52,72
14836,Female,Retail Worker,7.67,8.57,7.16,0.61,84
14837,Female,Technician,9.49,4.19,7.78,2.54,80
14838,Female,Consultant,11.12,3.92,7.08,1.88,80
14839,Male,Freelancer,11.53,4.09,8.3,0.07,79
14840,Male,Office Worker,9.13,5.59,7.68,1.59,86
14841,Male,Office Worker,8.43,8.69,6.76,0.12,80
14842,Female,Freelancer,10.17,3.37,8.73,1.73,58
14843,Male,Consultant,6.15,8.94,8.92,0,81
14844,Male,Entrepreneur,13.71,1,7.38,1.9,66
14845,Male,Office Worker,7.79,7.24,8.37,0.6,95
14846,Female,Driver,10.23,1.88,9.69,2.2,84
14847,Female,Office Worker,7.19,8.51,7.72,0.57,70
14848,Male,Technician,8.1,5.97,8.36,1.56,89
14849,Male,Manual Laborer,8.15,7.84,6.65,1.36,80
14850,Female,Artist,7.15,6.25,8.46,2.14,85
14851,Female,Driver,11.43,3.48,6.73,2.37,82
14852,Female,Freelancer,10.87,4.43,8.7,0,88
14853,Male,Freelancer,5.1,10.03,8.54,0.34,86
14854,Female,Freelancer,8.74,5.15,7.57,2.55,100
14855,Female,Driver,11.03,2.97,8.68,1.32,89
14856,Female,Scientist,8.12,6.3,6.61,2.97,100
14857,Male,Freelancer,8.28,5.4,7.32,3,98
14858,Female,Consultant,11.06,6.75,6.19,0,67
14859,Female,Freelancer,5.47,12.37,5.05,1.1,88
14860,Female,Engineer,9.04,7.74,4.23,3,80
14861,Female,Office Worker,7.16,9.65,7.18,0,72
14862,Male,Artist,7.87,6.94,7.7,1.49,85
14863,Female,Artist,18.59,3.5,1.91,0,43
14864,Male,Teacher,7.37,9.59,6.81,0.22,78
14865,Female,Consultant,6.12,9.93,4.95,3,84
14866,Male,Teacher,8.48,6.48,6.72,2.32,84
14867,Female,Freelancer,0.17,22.29,0.46,1.08,59
14868,Male,Office Worker,7.26,8.15,8.02,0.57,79
14869,Female,Technician,9.98,3.39,10.5,0.13,70
14870,Male,Consultant,6.18,6.57,8.61,2.65,91
14871,Male,Freelancer,9.08,6.16,8.76,0,78
14872,Female,Consultant,8.82,5.18,8.61,1.4,87
14873,Male,Retail Worker,7.9,8.55,5.38,2.17,89
14874,Female,Technician,8.93,6.75,6.36,1.96,77
14875,Male,Teacher,8.53,4.5,9.46,1.51,70
14876,Male,Entrepreneur,14.72,1,5.37,2.91,65
14877,Male,Teacher,6.91,8.33,8.07,0.69,81
14878,Male,Healthcare Worker,11.07,5.63,6.72,0.58,76
14879,Male,Consultant,9.71,4.15,8.48,1.66,95
14880,Female,Healthcare Worker,8.34,4.77,8.22,2.67,81
14881,Female,Driver,10.52,5.04,6.59,1.85,89
14882,Female,Engineer,8.69,8.27,5.59,1.46,83
14883,Male,Office Worker,9.54,7.17,6.92,0.36,88
14884,Male,Manager,8.66,6.09,8.38,0.88,77
14885,Male,Consultant,11.63,3.85,5.87,2.65,70
14886,Male,Manual Laborer,11.22,8.09,3.71,0.99,78
14887,Male,Teacher,6.52,8.62,7.87,0.99,96
14888,Female,Scientist,9.27,4.3,8.25,2.18,78
14889,Female,Healthcare Worker,11.61,2.68,7.92,1.79,100
14890,Male,Scientist,10.15,2.95,8.78,2.12,80
14891,Male,Technician,7.59,9.27,6.59,0.55,89
14892,Female,Artist,6.35,9.11,7.84,0.7,90
14893,Female,Entrepreneur,13.52,2.87,6.41,1.21,84
14894,Female,Teacher,6.72,10.99,4.82,1.47,92
14895,Female,Office Worker,7.88,6.31,7.99,1.82,83
14896,Female,Artist,6.81,8.16,7.95,1.08,94
14897,Female,Consultant,7.86,8.21,6.66,1.27,74
14898,Male,Teacher,2.72,1.17,19.29,0.82,40
14899,Female,Healthcare Worker,10.42,4.67,8.27,0.64,76
14900,Female,Consultant,7.6,7.9,7.89,0.61,98
14901,Male,Artist,6.52,7.95,8.25,1.28,99
14902,Male,Freelancer,9.19,3.17,9.06,2.59,87
14903,Male,Engineer,8.25,6.12,8.09,1.53,60
14904,Male,Scientist,7.64,9.44,5.36,1.56,73
14905,Male,Retail Worker,9.1,6.12,6.68,2.1,80
14906,Male,Office Worker,7.55,6.48,8.99,0.99,80
14907,Male,Scientist,10.64,9.3,3,1.06,86
14908,Female,Office Worker,8.99,4.37,10.64,0,81
14909,Female,Scientist,7.88,6.83,8.04,1.24,94
14910,Female,Manager,8.9,3.76,9.17,2.16,85
14911,Female,Technician,7.27,10.47,5.54,0.72,93
14912,Male,Teacher,7.6,8.05,6.45,1.9,84
14913,Female,Consultant,9.48,5.39,7.87,1.25,95
14914,Male,Scientist,10.58,4.33,7.03,2.05,98
14915,Female,Artist,8.13,6.46,8.49,0.93,91
14916,Female,Teacher,7.93,7.72,7.24,1.12,86
14917,Male,Artist,6.71,9.41,7.69,0.19,75
14918,Female,Technician,8.94,7.28,6.92,0.86,78
14919,Male,Entrepreneur,12.27,5.51,6.22,0,84
14920,Female,Artist,7.17,7.81,7.68,1.34,93
14921,Male,Entrepreneur,15.09,1,4.91,3,64
14922,Male,Artist,5.18,11.21,6.87,0.74,90
14923,Male,Artist,6.77,11.69,4.06,1.47,75
14924,Female,Manager,12.23,1.39,8.81,1.57,80
14925,Female,Technician,9.89,3.96,7.16,2.99,91
14926,Male,Artist,5.37,12.49,5.4,0.75,77
14927,Female,Consultant,8.74,7.09,5.17,3,88
14928,Female,Entrepreneur,11.72,6.31,5.6,0.38,68
14929,Female,Teacher,7.12,7.18,8.39,1.31,85
14930,Male,Office Worker,7.26,7.92,7.66,1.15,80
14931,Male,Teacher,6.05,8.84,7.91,1.19,80
14932,Male,Technician,7.47,6.66,7.04,2.83,94
14933,Male,Scientist,9.76,3.2,8.04,3,79
14934,Female,Driver,10.58,7.47,5.67,0.27,76
14935,Female,Scientist,7.11,8.23,5.66,3,91
14936,Female,Manager,12.32,1.89,8.63,1.16,84
14937,Male,Manual Laborer,11.28,4.53,7.39,0.8,81
14938,Female,Engineer,21.26,2.63,0.11,0,34
14939,Female,Engineer,8.04,6.99,7.51,1.46,90
14940,Female,Consultant,10.9,4.98,7.26,0.86,83
14941,Male,Technician,9.52,1,12.61,0.87,55
14942,Male,Healthcare Worker,8.9,6.53,8.28,0.28,82
14943,Female,Manual Laborer,8.13,7.57,6.06,2.24,99
14944,Male,Consultant,11.38,3.15,6.48,3,77
14945,Male,Freelancer,9.83,1.35,10.53,2.29,75
14946,Female,Engineer,9.47,4.83,7.75,1.95,84
14947,Male,Office Worker,9.81,5.51,7.88,0.8,80
14948,Female,Entrepreneur,15.27,1,4.99,2.74,69
14949,Male,Technician,9.36,4.89,9.45,0.3,68
14950,Male,Teacher,8.05,6.68,7.56,1.71,88
14951,Female,Retail Worker,9.27,5.5,7.74,1.49,95
14952,Male,Manager,11.76,3.94,6.97,1.33,85
14953,Male,Manual Laborer,10.76,4.97,6.19,2.08,70
14954,Male,Manual Laborer,11.15,4.62,7.51,0.71,85
14955,Female,Retail Worker,8.33,7.56,6.36,1.76,88
14956,Male,Healthcare Worker,11.21,4.55,6.29,1.96,72
14957,Male,Office Worker,8.53,4.72,7.75,3,92
14958,Male,Scientist,9,3.36,9.35,2.29,87
14959,Female,Technician,7.49,10.16,6.02,0.33,85
14960,Female,Retail Worker,6.78,10.74,6.19,0.28,96
14961,Female,Office Worker,8.74,6.04,7.69,1.53,88
14962,Male,Teacher,8.71,4.11,9.76,1.43,82
14963,Female,Office Worker,9.1,8.64,5.47,0.79,76
14964,Male,Scientist,10.97,5.5,7.04,0.48,72
14965,Female,Office Worker,7.7,5.8,8.39,2.11,83
14966,Male,Teacher,6.44,9.57,7.67,0.32,92
14967,Female,Office Worker,7.55,8.54,5.9,2.02,78
14968,Female,Teacher,8.82,9.06,6.12,0,77
14969,Female,Freelancer,9.68,5.16,8.23,0.93,77
14970,Male,Freelancer,9.83,4.3,8.17,1.7,88
14971,Female,Entrepreneur,10.87,4.31,7.04,1.78,74
14972,Male,Office Worker,7.87,7.11,7.22,1.8,84
14973,Female,Entrepreneur,15.1,1,6.3,1.6,73
14974,Female,Driver,10.25,3.46,8.78,1.51,75
14975,Female,Teacher,6.66,6.65,8.22,2.46,90
14976,Female,Manual Laborer,8.39,7.1,7.92,0.59,83
14977,Female,Freelancer,8.38,4.81,7.81,3,95
14978,Female,Technician,7.27,6.6,9.55,0.58,71
14979,Male,Driver,10.81,3.96,6.52,2.71,74
14980,Female,Engineer,8.57,4.67,7.76,3,92
14981,Male,Teacher,6.11,4.42,10.5,2.97,70
14982,Female,Entrepreneur,10.16,5.48,7.32,1.04,93
14983,Male,Manual Laborer,10.37,3.64,8.35,1.63,81
14984,Female,Manager,9.64,5.59,5.77,3,88
14985,Male,Office Worker,19.62,3.28,1.1,0,41
14986,Male,Consultant,9.38,6.05,8.33,0.24,77
14987,Male,Consultant,6.26,9,6.21,2.54,99
14988,Male,Teacher,6.92,7.16,8.49,1.42,89
14989,Male,Office Worker,7.04,6.8,8.3,1.85,77
14990,Female,Teacher,8.08,7.12,6.41,2.39,89
14991,Male,Manager,10.68,7.16,5.58,0.58,82
14992,Female,Driver,2.98,5.64,14.99,0.38,61
14993,Female,Manager,9.97,4.84,8.27,0.92,68
14994,Male,Retail Worker,9.84,3.19,9.2,1.77,79
14995,Male,Entrepreneur,10.42,3.45,7.23,2.89,82
14996,Male,Driver,10.17,7.71,5.72,0.4,77
14997,Male,Retail Worker,7.92,8.28,7.8,0,68
14998,Male,Manager,12.53,1.43,7.69,2.36,78
14999,Female,Manager,13.77,1.8,8.11,0.32,91
15000,Female,Office Worker,9.23,7.76,4,3,82
15001,Male,Retail Worker,0.1,16.72,1.25,5.93,90
15002,Male,Entrepreneur,14.63,2.85,4.75,1.77,71
15003,Female,Engineer,9.83,2.92,8.39,2.86,92
15004,Male,Engineer,8.46,6.66,6.43,2.45,80
15005,Male,Consultant,6.22,9.18,7.82,0.78,80
15006,Male,Teacher,6.31,10.74,6.95,0,88
15007,Male,Manual Laborer,10.25,2.42,9.51,1.82,72
15008,Female,Engineer,9.4,3.35,8.26,3,81
15009,Female,Consultant,11.55,2.09,7.65,2.71,85
15010,Female,Office Worker,9.41,5.08,8.19,1.32,89
15011,Female,Driver,8.97,9.41,5.15,0.47,95
15012,Female,Entrepreneur,13.45,2.5,8.05,0,69
15013,Male,Manual Laborer,8.43,5.95,8.83,0.8,92
15014,Female,Entrepreneur,11.43,3.69,7.36,1.53,90
15015,Female,Office Worker,7.85,11.73,3.02,1.4,78
15016,Female,Manager,6.98,2,14.3,0.72,63
15017,Female,Healthcare Worker,8.81,8.42,6.04,0.72,87
15018,Male,Consultant,6.89,9.42,7.7,0,78
15019,Female,Technician,8.42,5.23,8.99,1.36,72
15020,Female,Manual Laborer,11.24,1.79,7.98,3,69
15021,Male,Technician,8.47,2.54,11.75,1.24,71
15022,Female,Manual Laborer,11.99,1,10.25,0.76,70
15023,Female,Freelancer,5.22,9.33,9.44,0,89
15024,Female,Manager,10.01,5.53,7.49,0.97,83
15025,Male,Driver,8.48,6.74,6.69,2.08,90
15026,Male,Consultant,6.9,5.26,9.37,2.47,82
15027,Male,Teacher,6.06,12.12,5.68,0.14,88
15028,Male,Engineer,8.66,10.75,3.58,1.02,80
15029,Female,Retail Worker,9.87,2.12,9,3,81
15030,Female,Artist,5.06,8.39,8.03,2.52,100
15031,Male,Retail Worker,6.69,5.91,9.53,1.86,76
15032,Male,Teacher,6.15,8.76,7.78,1.31,87
15033,Female,Consultant,6.41,9.32,7.08,1.19,88
15034,Female,Teacher,7.12,10.32,4.66,1.9,97
15035,Male,Technician,8.25,6.89,8.03,0.83,76
15036,Female,Freelancer,7.47,6.98,9.55,0,81
15037,Female,Office Worker,19.31,3.02,1.68,0,43
15038,Female,Consultant,10.42,1.17,9.41,3,89
15039,Male,Consultant,8.52,5.35,7.63,2.5,100
15040,Male,Healthcare Worker,9.88,2.36,9.93,1.83,76
15041,Female,Driver,10.3,3.63,7.6,2.48,75
15042,Male,Technician,8.32,4.46,8.95,2.27,71
15043,Male,Freelancer,6.99,6.09,8.82,2.1,86
15044,Female,Teacher,1.49,5.83,16.47,0.21,55
15045,Male,Consultant,11.23,7.9,4.87,0,82
15046,Female,Artist,20.08,0.61,3.31,0,44
15047,Female,Driver,8.5,5.78,6.72,3,91
15048,Male,Scientist,8.49,8.75,6.06,0.7,80
15049,Male,Retail Worker,7.88,6.41,9.71,0,72
15050,Female,Retail Worker,7.8,7.55,8.42,0.24,62
15051,Male,Engineer,9.45,7.21,6.01,1.33,100
15052,Male,Office Worker,7.62,2.4,12,1.98,71
15053,Female,Teacher,8.48,6.59,8.26,0.67,79
15054,Female,Freelancer,10.98,2.44,7.91,2.67,86
15055,Female,Retail Worker,9.4,7.16,6.09,1.36,76
15056,Male,Technician,23.4,0.52,0.08,0,25
15057,Female,Artist,5.59,9.81,6.86,1.73,86
15058,Male,Retail Worker,9.62,6.04,6.95,1.39,72
15059,Male,Manual Laborer,8.96,7.55,6.14,1.35,85
15060,Male,Driver,8.64,6.25,8.62,0.49,69
15061,Male,Driver,11.98,1.55,8.94,1.53,72
15062,Male,Office Worker,7.93,5.96,9.19,0.92,76
15063,Male,Driver,8.91,5.55,9.16,0.38,76
15064,Female,Freelancer,7.98,9.77,4.15,2.1,96
15065,Female,Consultant,8.61,6.98,6.83,1.59,96
15066,Male,Retail Worker,7.29,7.81,6.58,2.33,85
15067,Male,Retail Worker,9.01,6.79,8.2,0,94
15068,Male,Teacher,7.35,5.31,10.01,1.33,73
15069,Female,Teacher,6.49,7.88,8.04,1.6,94
15070,Male,Manual Laborer,9.33,5.29,7.16,2.22,83
15071,Male,Office Worker,9.49,2.19,11,1.33,62
15072,Male,Engineer,8.35,8.95,5.82,0.88,72
15073,Male,Scientist,7.92,6.92,8.02,1.14,93
15074,Female,Scientist,7.57,5.71,10.02,0.7,81
15075,Male,Retail Worker,7.85,4.85,8.3,3,82
15076,Male,Manual Laborer,10.83,4.71,6.52,1.93,76
15077,Female,Consultant,10.23,2.81,9.3,1.66,75
15078,Female,Healthcare Worker,10,4.12,7.22,2.66,85
15079,Female,Manual Laborer,11.17,5.42,7.41,0,69
15080,Male,Manual Laborer,11.99,1,10.37,0.64,67
15081,Female,Scientist,8.49,2.82,10.54,2.16,77
15082,Male,Manager,8.93,5.51,8.24,1.32,77
15083,Female,Manual Laborer,9.82,7.01,5.31,1.87,93
15084,Female,Technician,9.12,4.47,7.42,3,91
15085,Male,Manual Laborer,11.23,4.03,7.55,1.19,81
15086,Female,Driver,8.5,8.2,6.33,0.96,91
15087,Female,Scientist,9.53,4.4,7.06,3,77
15088,Female,Scientist,8.29,7.55,7.15,1.01,88
15089,Female,Technician,8.6,3.89,8.68,2.83,76
15090,Female,Entrepreneur,15.1,1,6.26,1.64,83
15091,Female,Engineer,9.69,6.65,6.38,1.27,96
15092,Female,Retail Worker,8.69,6.04,8.72,0.55,93
15093,Male,Consultant,6.16,10.16,5.97,1.71,94
15094,Female,Driver,10.85,5.08,6.83,1.25,84
15095,Male,Freelancer,8.75,6.31,7.17,1.77,88
15096,Male,Manager,9.97,2.58,10.66,0.79,68
15097,Female,Teacher,6.52,8.65,8.82,0.02,86
15098,Female,Manager,9.23,3.86,8.47,2.44,67
15099,Male,Healthcare Worker,20.19,1.11,2.7,0,40
15100,Male,Scientist,7.93,7.47,7.02,1.58,65
15101,Female,Consultant,11.41,5.47,5.44,1.68,79
15102,Female,Engineer,8.85,2.24,10,2.91,88
15103,Female,Scientist,10.9,3.79,7.47,1.84,84
15104,Male,Office Worker,2.45,1.53,19.16,0.86,50
15105,Male,Consultant,11.09,4.83,6.04,2.03,85
15106,Male,Scientist,10.22,3.51,8.34,1.93,86
15107,Male,Freelancer,11.65,2.57,9.37,0.41,65
15108,Male,Technician,9.59,5.57,8.4,0.44,82
15109,Female,Healthcare Worker,9.25,3.79,8.94,2.02,82
15110,Female,Office Worker,9.5,4.07,8.69,1.74,86
15111,Male,Artist,9.08,5.33,6.59,3,80
15112,Male,Teacher,8.02,4.95,8.96,2.07,68
15113,Female,Freelancer,6.43,10.51,6.79,0.27,94
15114,Female,Consultant,7.45,7.3,8.46,0.79,90
15115,Male,Entrepreneur,15.17,1,4.94,2.89,66
15116,Male,Technician,8.51,8.3,5.11,2.08,88
15117,Male,Engineer,9.53,4.03,10.44,0,77
15118,Male,Retail Worker,7.14,11.51,4.46,0.89,82
15119,Female,Manager,9.53,7.38,7.09,0,84
15120,Male,Scientist,10.77,4.52,6.66,2.04,91
15121,Male,Freelancer,7.77,6.76,8.01,1.46,86
15122,Male,Manual Laborer,11.17,4.19,7.15,1.5,77
15123,Male,Entrepreneur,15.27,1.09,7.38,0.26,68
15124,Female,Manager,13.53,1.98,6.46,2.03,65
15125,Female,Freelancer,8.09,7.28,8.06,0.57,96
15126,Male,Engineer,20.76,2.23,1.01,0,25
15127,Male,Artist,6.16,6.98,8.52,2.34,92
15128,Female,Office Worker,9.56,4.5,8.89,1.05,62
15129,Male,Teacher,8.38,9.33,4.33,1.96,69
15130,Female,Scientist,8.87,6.85,6.41,1.87,85
15131,Female,Engineer,22.03,1.27,0.7,0,26
15132,Female,Consultant,9.76,3.27,9.01,1.97,86
15133,Female,Healthcare Worker,9.53,5.67,6.78,2.01,80
15134,Male,Teacher,22,1.79,0.22,0,25
15135,Female,Driver,9.11,5.09,7.41,2.39,77
15136,Male,Consultant,10.22,3.13,7.66,3,76
15137,Male,Technician,8.21,4.82,8.41,2.57,88
15138,Female,Freelancer,10.6,5.64,6.4,1.36,78
15139,Male,Manager,11.86,4.31,6.16,1.67,83
15140,Female,Teacher,8.43,8.3,6.87,0.4,76
15141,Female,Entrepreneur,10.42,5.17,6.03,2.38,80
15142,Female,Entrepreneur,13.09,1,8.82,1.09,62
15143,Male,Consultant,9.75,7.64,6.61,0,72
15144,Male,Manager,12.12,3.43,8.45,0,63
15145,Male,Teacher,8.41,6.69,7.98,0.92,93
15146,Male,Retail Worker,9.49,3.32,8.77,2.42,78
15147,Female,Freelancer,10.67,2.47,7.86,3,78
15148,Male,Engineer,8.16,6.18,9.52,0.14,70
15149,Male,Artist,9.15,3.46,11.11,0.28,72
15150,Male,Driver,9.67,8.16,4.65,1.53,67
15151,Male,Retail Worker,9.94,4.24,7.65,2.16,76
15152,Male,Freelancer,9.62,6.22,7.63,0.52,72
15153,Male,Engineer,7.14,8.05,7.61,1.2,94
15154,Female,Engineer,8.53,5.2,8.87,1.4,73
15155,Female,Teacher,7.8,7.48,8.71,0,92
15156,Female,Manual Laborer,23.7,0,0.47,0,25
15157,Female,Healthcare Worker,8.48,7.9,6.17,1.44,92
15158,Male,Retail Worker,6.28,6.5,8.64,2.57,84
15159,Male,Healthcare Worker,11.7,6.72,5.29,0.29,72
15160,Male,Freelancer,7.71,6.16,7.34,2.79,74
15161,Female,Engineer,22.78,0.57,0.65,0,25
15162,Female,Consultant,9.5,4.05,9.8,0.65,66
15163,Male,Consultant,9.49,3.55,8.39,2.56,79
15164,Female,Manager,8.52,6.56,6.57,2.34,83
15165,Female,Healthcare Worker,11.52,2.06,9.41,1.01,79
15166,Male,Technician,8.82,6.9,6.18,2.1,91
15167,Male,Manager,13.19,1,7.39,2.42,65
15168,Female,Consultant,10.54,4.02,6.93,2.5,83
15169,Male,Scientist,9.96,5.37,6.91,1.76,75
15170,Male,Office Worker,8.31,8.68,5.67,1.34,86
15171,Female,Engineer,7.54,9.55,5.55,1.37,100
15172,Female,Manual Laborer,8.86,3.58,8.75,2.81,86
15173,Female,Driver,8.6,8.33,7.07,0,66
15174,Male,Entrepreneur,12.19,2.43,6.81,2.57,75
15175,Female,Manual Laborer,9.47,7.19,6.31,1.03,96
15176,Female,Driver,8.58,6.88,6.82,1.72,100
15177,Female,Manual Laborer,10.5,3.49,9.83,0.18,82
15178,Female,Manager,9.51,10.73,3.21,0.55,89
15179,Female,Teacher,6.81,10.42,4.83,1.94,97
15180,Female,Driver,9.25,8.11,4.79,1.85,84
15181,Female,Retail Worker,7.49,6.34,7.39,2.78,97
15182,Female,Engineer,8.3,10.09,5.62,0,77
15183,Female,Office Worker,7.85,8.24,6.39,1.51,93
15184,Female,Technician,9.55,5.41,6.08,2.96,94
15185,Female,Healthcare Worker,8.85,9.64,4.39,1.11,87
15186,Male,Consultant,10.61,5.69,7.29,0.41,80
15187,Female,Healthcare Worker,8.26,8.79,5.85,1.11,73
15188,Female,Consultant,11.16,1.42,8.41,3,94
15189,Male,Driver,11.33,4.55,7.17,0.95,75
15190,Female,Manual Laborer,8.48,5.47,8.32,1.72,88
15191,Male,Entrepreneur,12.04,3.89,5.18,2.89,82
15192,Male,Artist,9.96,4.42,7.69,1.93,83
15193,Female,Consultant,7.82,7.36,5.88,2.94,79
15194,Male,Teacher,6.47,12.16,5.17,0.19,83
15195,Female,Consultant,11.98,4.11,7.08,0.84,69
15196,Female,Teacher,6.86,9.05,7.23,0.86,81
15197,Male,Technician,7.24,8.61,8.03,0.13,81
15198,Male,Technician,8.38,5.01,8.68,1.94,69
15199,Male,Teacher,6.92,9.92,5.94,1.23,81
15200,Male,Driver,11.58,3.98,7.36,1.08,69
15201,Male,Technician,9.88,5.39,7.6,1.13,84
15202,Male,Manual Laborer,10.95,4.92,7.1,1.02,81
15203,Male,Entrepreneur,14.23,2.32,7.45,0,70
15204,Female,Entrepreneur,10.73,2.21,9.49,1.57,77
15205,Female,Office Worker,7.98,4.24,9.23,2.55,99
15206,Male,Scientist,10.02,1.32,10.63,2.03,68
15207,Female,Technician,8.54,5.61,7.74,2.12,81
15208,Female,Healthcare Worker,11.49,7.99,3.48,1.03,79
15209,Male,Artist,8.67,7.21,6.95,1.17,88
15210,Male,Manager,11.04,5.9,6.81,0.26,78
15211,Female,Technician,9.47,3.64,8.17,2.72,81
15212,Male,Manual Laborer,11.92,3.87,6.28,1.93,72
15213,Male,Teacher,6.08,7.27,9.17,1.48,73
15214,Male,Office Worker,7.72,3.86,9.48,2.94,77
15215,Male,Driver,10.13,4.79,8.18,0.9,80
15216,Male,Manager,10.43,1.97,10.55,1.04,91
15217,Male,Manual Laborer,11.37,1,8.66,2.98,64
15218,Male,Driver,11.92,1.53,10.55,0,55
15219,Male,Healthcare Worker,11.88,1,9.04,2.08,75
15220,Female,Freelancer,10.92,4.44,8.47,0.17,72
15221,Male,Teacher,6.5,6.68,7.81,3,83
15222,Female,Scientist,7.15,7.81,8.49,0.55,81
15223,Female,Driver,11.55,2.02,8.17,2.26,67
15224,Male,Engineer,9.26,4.42,9.16,1.15,71
15225,Male,Entrepreneur,11.56,1,8.83,2.61,68
15226,Female,Scientist,10.81,2.74,8.29,2.16,72
15227,Male,Teacher,6.39,7.54,7.89,2.19,100
15228,Male,Retail Worker,6.7,10.02,7.11,0.17,87
15229,Female,Consultant,11.16,3.5,7.33,2,74
15230,Male,Entrepreneur,11.1,4.22,7.65,1.03,81
15231,Female,Artist,7.75,6.6,6.86,2.79,89
15232,Female,Retail Worker,9.68,4.64,8.72,0.96,75
15233,Female,Scientist,7.5,4.61,9.52,2.38,89
15234,Male,Scientist,5.12,2.39,16.03,0.46,49
15235,Male,Driver,11.89,1,9.19,1.93,75
15236,Female,Office Worker,21.95,1.77,0.28,0,25
15237,Female,Manager,13.41,1,8.46,1.14,87
15238,Female,Engineer,8.17,6.29,7.43,2.1,96
15239,Male,Office Worker,2.92,17.8,0.33,2.95,65
15240,Female,Office Worker,7.8,5.01,8.39,2.8,80
15241,Female,Manual Laborer,9.33,5.74,6.1,2.83,95
15242,Male,Teacher,7.53,8.03,7.53,0.9,79
15243,Female,Freelancer,23.64,0.21,0.15,0,25
15244,Female,Scientist,8.46,7.18,7.34,1.02,88
15245,Male,Manager,12.09,1,8.16,2.75,65
15246,Male,Freelancer,7.42,7.43,7.96,1.18,93
15247,Female,Manager,13.35,2.59,5.49,2.57,83
15248,Male,Scientist,7.21,9.24,4.54,3,87
15249,Male,Driver,8.01,7.77,6.69,1.52,66
15250,Male,Engineer,9.44,2.55,9.33,2.68,76
15251,Male,Engineer,8.95,8.42,6.38,0.26,91
15252,Female,Entrepreneur,14.82,1,8.06,0.12,69
15253,Male,Engineer,8.17,5.54,8.13,2.16,82
15254,Male,Retail Worker,6.31,10.3,5.89,1.5,82
15255,Male,Retail Worker,6.17,5.2,9.97,2.66,93
15256,Male,Artist,5.72,6.49,11.37,0.43,74
15257,Male,Artist,4.41,11.23,6.57,1.8,100
15258,Female,Manual Laborer,8.92,8.01,6.84,0.24,85
15259,Male,Office Worker,7.53,9.26,6.95,0.26,80
15260,Female,Technician,9.59,3.95,8.38,2.08,77
15261,Male,Office Worker,8.32,9.36,4.76,1.57,86
15262,Female,Manager,10.17,6.66,7.17,0,81
15263,Female,Driver,8.37,8.97,6.67,0,90
15264,Male,Healthcare Worker,8.13,7.26,6.08,2.53,88
15265,Female,Artist,7.79,5.5,8.73,1.98,85
15266,Male,Office Worker,7.96,5.43,8.43,2.18,68
15267,Male,Technician,9.04,7.03,7.93,0,79
15268,Male,Scientist,10.56,3.53,7.1,2.81,74
15269,Female,Engineer,8.98,6.16,7.53,1.33,89
15270,Female,Manager,10.22,3.27,8.78,1.73,80
15271,Female,Office Worker,7.76,6.85,8.24,1.15,76
